ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,pid_1,pid_2
RL,60.0,10800,Pave,0,Lvl,AllPub,Inside,0,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,832.0,832.0,GasA,3,Y,FuseF,832,629,0,1461,0.0,0.0,2,0,4,1,3,6,7,0,0,Detchd,1949.0,1,1.0,384.0,3,3,Y,0,204,0,0,0,0,0,NONE,NONE,0,8,2009,WD ,133500,5,35
RL,102.24005892832186,12760,Pave,1,Lvl,AllPub,Inside,0,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,1958.0,1958.0,GasA,3,Y,SBrkr,2048,0,0,2048,0.0,0.0,3,0,5,2,3,9,7,0,0,2Types,1976.0,1,2.0,776.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,3,2010,ConLD,170000,9,14
RL,33.70579960103535,7655,Pave,1,Lvl,AllPub,CulDSac,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,None,0.0,3,3,PConc,4,3,0,1,0.0,1,0.0,903.0,903.0,GasA,4,Y,SBrkr,910,732,0,1642,0.0,0.0,2,1,3,1,3,7,7,1,3,Attchd,1993.0,2,2.0,392.0,3,3,Y,290,84,0,0,0,0,0,NONE,NONE,0,7,2007,WD ,168000,5,27
RM,60.0,10560,Pave,0,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,2Story,6,7,1922,1994,Gable,CompShg,Wd Sdng,None,0.0,3,3,CBlock,2,3,0,3,283.0,1,0.0,455.0,738.0,GasA,5,Y,SBrkr,868,602,0,1470,0.0,0.0,1,1,2,1,3,6,6,0,0,Detchd,1970.0,1,2.0,624.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,6,2010,WD ,140750,9,02
RL,60.0,7500,Pave,0,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2003,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,0,1,0.0,1,0.0,938.0,938.0,GasA,5,Y,SBrkr,957,1342,0,2299,0.0,0.0,3,1,5,1,3,7,7,1,3,Attchd,1999.0,3,2.0,482.0,3,3,Y,188,30,0,0,0,0,0,NONE,NONE,0,8,2007,WD ,204000,5,27
RL,41.85155130082835,9505,Pave,1,Lvl,AllPub,CulDSac,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,BrkFace,180.0,4,3,PConc,4,3,0,1,0.0,1,0.0,884.0,884.0,GasA,5,Y,SBrkr,884,1151,0,2035,0.0,0.0,2,1,3,1,4,8,7,1,4,BuiltIn,2001.0,3,2.0,434.0,3,3,Y,144,48,0,0,0,0,0,NONE,NONE,0,5,2010,WD ,222500,5,28
RL,69.0,10205,Pave,1,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,2,4,784.0,1,0.0,141.0,925.0,GasA,3,Y,SBrkr,999,0,0,999,1.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1962.0,1,1.0,300.0,3,3,Y,150,72,0,0,0,0,0,NONE,NONE,0,5,2006,WD ,134500,5,35
FV,45.0,4379,Pave,1,Lvl,AllPub,FR2,0,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2004,2004,Gable,CompShg,MetalSd,None,0.0,4,3,PConc,4,3,2,6,851.0,1,0.0,527.0,1378.0,GasA,5,Y,SBrkr,1378,0,0,1378,1.0,0.0,2,0,2,1,4,6,7,1,4,Attchd,2004.0,3,2.0,540.0,3,3,Y,160,56,0,0,0,0,0,NONE,NONE,0,7,2007,WD ,214000,5,33
RM,65.0,7800,Pave,0,Lvl,AllPub,Inside,0,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,4,3,1,3,507.0,1,0.0,286.0,793.0,GasA,3,Y,SBrkr,793,325,0,1118,1.0,0.0,1,0,3,1,3,5,7,1,4,Detchd,1939.0,1,2.0,410.0,3,3,Y,0,0,0,0,271,0,0,MnPrv,NONE,0,5,2006,WD ,119900,9,03
RL,92.0,12108,Pave,0,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,BrkFace,270.0,3,3,CBlock,3,3,0,5,133.0,1,0.0,1307.0,1440.0,GasA,3,N,FuseF,1440,0,0,1440,0.0,0.0,2,0,4,2,2,8,7,0,0,NONE,0.0,0,0.0,0.0,0,0,Y,0,0,0,0,0,0,0,NONE,NONE,0,9,2008,WD ,118000,9,08
RL,70.0,7000,Pave,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,BrkFace,45.0,3,3,CBlock,3,3,0,3,588.0,1,0.0,422.0,1010.0,GasA,5,Y,SBrkr,1134,0,0,1134,0.0,0.0,1,0,2,1,3,6,7,0,0,Attchd,1960.0,2,1.0,254.0,3,3,Y,0,16,0,0,0,0,0,MnWw,NONE,0,4,2007,WD ,135000,5,35
RL,64.0,13053,Pave,0,Bnk,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,2000,Gambrel,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,833.0,833.0,GasA,4,Y,SBrkr,1053,795,0,1848,0.0,0.0,1,1,4,1,4,8,7,1,4,Detchd,1922.0,1,2.0,370.0,3,3,N,0,0,0,0,220,0,0,NONE,NONE,0,6,2008,WD ,207000,9,03
RL,60.0,8400,Pave,0,Bnk,AllPub,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,None,0.0,3,3,PConc,3,3,0,3,423.0,1,0.0,758.0,1181.0,GasA,2,Y,SBrkr,1390,304,0,1694,0.0,0.0,2,0,4,1,3,7,7,1,4,Detchd,1925.0,1,2.0,576.0,3,3,Y,342,0,128,0,0,0,0,NONE,NONE,0,6,2008,WD ,136500,9,09
RM,50.0,6000,Pave,0,Lvl,AllPub,Corner,0,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,901.0,901.0,GasA,5,Y,SBrkr,901,0,0,901,0.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1954.0,1,1.0,281.0,2,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,8,2008,WD ,107900,9,02
RM,49.99827333171852,6240,Pave,0,Lvl,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,1938,1950,Gable,CompShg,VinylSd,None,0.0,3,3,BrkTil,3,3,0,2,52.0,1,0.0,809.0,861.0,GasA,4,Y,SBrkr,861,548,0,1409,1.0,0.0,1,1,3,1,3,6,7,1,4,Detchd,1968.0,1,2.0,528.0,3,3,Y,225,0,84,0,0,0,0,NONE,NONE,0,3,2007,WD ,126000,9,03
RL,141.0,31770,Pave,1,Lvl,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Stone,112.0,3,3,CBlock,3,4,3,4,639.0,1,0.0,441.0,1080.0,GasA,2,Y,SBrkr,1656,0,0,1656,1.0,0.0,1,0,3,1,3,7,7,2,4,Attchd,1960.0,3,2.0,528.0,3,3,P,210,62,0,0,0,0,0,NONE,NONE,0,5,2010,WD ,215000,5,26
RL,96.0,12474,Pave,0,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,Stone,272.0,5,3,PConc,5,3,2,6,1280.0,1,0.0,402.0,1682.0,GasA,5,Y,SBrkr,1742,590,0,2332,1.0,0.0,2,1,3,1,5,9,7,1,5,BuiltIn,2008.0,3,3.0,846.0,3,3,Y,196,134,0,0,0,0,0,NONE,NONE,0,8,2008,New,426000,5,28
RL,80.0,9600,Pave,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,None,0.0,4,3,CBlock,3,3,0,5,607.0,1,0.0,506.0,1113.0,GasA,4,Y,SBrkr,1113,0,0,1113,0.0,0.0,1,0,3,1,4,5,7,1,4,Attchd,1950.0,1,1.0,264.0,3,3,Y,0,80,120,0,0,0,0,NONE,NONE,0,7,2009,WD ,147000,5,34
RL,64.0,8574,Pave,0,Lvl,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,1Story,6,8,1916,2000,Gable,CompShg,Stucco,None,0.0,4,3,BrkTil,3,3,0,1,0.0,1,0.0,816.0,816.0,GasA,5,Y,SBrkr,1232,0,0,1232,0.0,0.0,1,0,3,1,4,6,7,1,4,Detchd,1916.0,1,2.0,440.0,3,3,Y,0,0,180,0,0,0,0,NONE,NONE,0,10,2009,WD ,147500,9,09
RL,104.0,14418,Pave,1,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,VinylSd,BrkFace,480.0,5,3,PConc,5,3,3,6,1375.0,1,0.0,575.0,1950.0,GasA,5,Y,SBrkr,1950,0,0,1950,1.0,0.0,2,0,2,1,5,7,7,1,4,Attchd,2007.0,3,3.0,706.0,3,3,Y,156,207,0,0,0,0,0,NONE,NONE,0,5,2008,WD ,383000,5,28
RL,80.0,10400,Pave,0,Lvl,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,BrkFace,102.0,3,3,CBlock,4,3,2,6,929.0,1,0.0,916.0,1845.0,GasA,4,Y,SBrkr,1872,0,0,1872,0.0,1.0,2,0,3,1,3,6,7,1,3,Attchd,1988.0,3,2.0,604.0,3,3,Y,197,39,0,0,0,0,0,NONE,NONE,0,6,2006,WD ,241500,5,27
RL,63.0,15564,Pave,0,Lvl,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,4,3,0,1,0.0,1,0.0,676.0,676.0,GasA,5,Y,SBrkr,676,588,0,1264,0.0,0.0,1,0,3,1,3,6,7,0,0,Detchd,1994.0,1,2.0,400.0,3,3,Y,424,0,0,0,0,0,0,NONE,Shed,400,1,2008,WD ,147500,9,09
RL,101.0,13543,Pave,1,HLS,AllPub,Corner,0,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,Stone,130.0,4,3,PConc,5,3,3,6,16.0,1,0.0,1152.0,1168.0,GasA,5,Y,SBrkr,1168,1332,0,2500,0.0,0.0,3,1,5,1,5,9,7,1,4,BuiltIn,2005.0,3,3.0,683.0,3,3,Y,192,32,0,0,0,0,0,NONE,NONE,0,7,2008,WD ,355000,5,27
RM,50.0,6130,Pave,0,Lvl,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,None,0.0,3,3,BrkTil,3,3,0,5,784.0,1,0.0,0.0,784.0,GasA,4,Y,SBrkr,784,0,0,784,1.0,0.0,1,0,2,1,4,5,7,0,0,NONE,0.0,0,0.0,0.0,0,0,Y,0,0,116,0,0,0,0,NONE,NONE,0,5,2008,WD ,109500,9,03
RM,50.0,5925,Pave,0,Lvl,AllPub,Corner,0,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,None,0.0,3,4,BrkTil,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,N,FuseA,612,0,0,612,0.0,0.0,1,0,1,1,3,4,7,0,0,Detchd,1965.0,1,1.0,308.0,3,2,N,0,0,25,0,0,0,0,NONE,NONE,0,10,2009,WD ,45000,9,02
RL,193.02218021812487,24090,Pave,0,Lvl,AllPub,Inside,0,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,None,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,1032.0,1032.0,GasA,5,Y,SBrkr,1207,1196,0,2403,0.0,0.0,2,0,4,1,3,10,7,2,3,Attchd,1940.0,1,1.0,349.0,3,3,Y,56,0,318,0,0,0,0,NONE,NONE,0,6,2010,COD,244400,9,04
RL,80.0,9600,Pave,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,Stone,238.0,3,3,CBlock,3,3,0,6,1285.0,1,0.0,131.0,1416.0,GasA,3,Y,SBrkr,1644,0,0,1644,1.0,0.0,1,0,3,1,3,7,7,2,4,Attchd,1953.0,3,2.0,418.0,3,3,Y,110,0,0,0,0,0,0,NONE,NONE,0,10,2009,WD ,167000,5,34
RL,65.0,8158,Pave,0,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,BrkFace,214.0,4,3,PConc,4,3,0,1,0.0,1,0.0,860.0,860.0,GasA,5,Y,SBrkr,860,869,0,1729,0.0,0.0,2,1,3,1,4,7,7,0,0,Attchd,2002.0,3,2.0,542.0,3,3,Y,386,63,0,0,0,0,0,NONE,NONE,0,8,2007,WD ,200000,9,07
RL,50.0,5220,Pave,1,Lvl,AllPub,Inside,0,SWISU,Norm,Norm,1Fam,1Story,5,3,1936,1950,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,830.0,830.0,GasA,4,Y,SBrkr,879,0,0,879,0.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1936.0,1,1.0,180.0,3,3,P,0,108,0,0,0,0,0,NONE,NONE,0,1,2006,WD ,80000,9,04
RL,60.0,8172,Pave,0,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,None,0.0,3,3,CBlock,3,3,0,3,167.0,1,0.0,697.0,864.0,GasA,3,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1957.0,1,2.0,572.0,3,3,N,0,0,0,0,0,0,0,NONE,NONE,0,4,2006,WD ,115000,9,08
RL,72.0,9000,Pave,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,BrkFace,74.0,3,3,CBlock,4,3,0,2,616.0,1,0.0,580.0,1196.0,GasA,4,Y,FuseA,1196,0,0,1196,1.0,0.0,1,0,2,1,3,6,7,1,4,Attchd,1956.0,2,1.0,297.0,3,3,Y,0,44,0,0,0,0,0,NONE,NONE,0,5,2008,WD ,139000,5,35
RL,74.0,7844,Pave,0,Lvl,AllPub,Inside,0,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,BrkFace,203.0,3,3,CBlock,3,3,0,5,209.0,1,0.0,463.0,672.0,GasA,3,Y,SBrkr,672,728,0,1400,0.0,0.0,1,1,3,1,3,6,7,1,3,Attchd,1978.0,3,2.0,440.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,3,2006,WD ,149500,9,05
RL,60.0,9084,Pave,0,Lvl,AllPub,Inside,0,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,755.0,755.0,GasA,3,Y,SBrkr,755,755,0,1510,1.0,0.0,1,0,4,1,3,7,7,1,4,Detchd,1940.0,1,1.0,296.0,2,1,P,120,0,0,0,0,0,0,MnPrv,NONE,0,10,2009,WD ,108000,9,05
RL,60.0,10800,Pave,0,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,2fmCon,2Story,4,7,1900,2000,Gable,CompShg,MetalSd,None,0.0,3,3,BrkTil,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,N,FuseA,694,600,0,1294,0.0,0.0,2,0,3,2,3,7,7,0,0,NONE,0.0,0,0.0,0.0,0,0,N,220,114,210,0,0,0,0,NONE,NONE,0,8,2008,WD ,106250,5,35
RL,74.0,8556,Pave,0,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1240.0,1240.0,GasA,5,Y,SBrkr,1240,0,0,1240,0.0,0.0,2,0,2,1,4,5,7,0,0,Attchd,2006.0,2,3.0,826.0,3,3,Y,140,93,0,0,0,0,0,NONE,NONE,0,5,2007,WD ,194000,9,06
RL,70.0,9100,Pave,0,Lvl,AllPub,Inside,0,Sawyer,RRAe,Norm,1Fam,1Story,5,4,1962,1962,Hip,CompShg,Wd Sdng,BrkFace,51.0,3,3,CBlock,3,3,0,2,36.0,1,0.0,952.0,988.0,GasA,5,Y,SBrkr,988,0,0,988,1.0,0.0,1,0,3,1,3,6,7,0,0,Detchd,1977.0,1,2.0,624.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,7,2006,WD ,129500,5,32
RL,63.0,8668,Pave,0,Lvl,AllPub,Corner,0,NAmes,Norm,Norm,Duplex,1Story,5,5,1968,1968,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,1560.0,1560.0,GasA,3,Y,SBrkr,1560,0,0,1560,0.0,0.0,2,0,4,2,3,8,7,0,0,Detchd,1968.0,1,3.0,792.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,5,2007,WD ,126000,5,35
RL,70.0,11767,Pave,0,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,2,3,1,3,1078.0,1,0.0,0.0,1078.0,GasA,3,Y,FuseA,1368,0,0,1368,1.0,0.0,1,0,3,1,3,6,6,0,0,Attchd,1950.0,2,1.0,195.0,3,3,Y,0,41,211,0,0,0,0,NONE,Shed,900,6,2009,WD ,120000,9,08
RL,70.0,8400,Pave,0,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,BrkFace,109.0,4,3,PConc,4,3,2,6,712.0,1,0.0,761.0,1473.0,GasA,5,Y,SBrkr,1484,0,0,1484,1.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2004.0,2,2.0,606.0,3,3,Y,0,35,0,144,0,0,0,NONE,NONE,0,5,2010,WD ,213000,9,07
RL,40.0,3874,Pave,1,Lvl,AllPub,Inside,0,Greens,Norm,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,None,0.0,4,3,CBlock,4,3,3,6,807.0,1,0.0,419.0,1226.0,GasA,3,Y,SBrkr,1226,0,0,1226,1.0,0.0,1,0,1,1,4,4,7,1,2,Attchd,1980.0,3,2.0,484.0,3,3,Y,133,78,0,0,0,0,0,NONE,NONE,0,7,2006,WD ,190000,5,33
RL,64.70930375432032,8076,Pave,1,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,1Story,6,6,1993,1994,Gable,CompShg,HdBoard,BrkFace,112.0,3,3,PConc,4,3,0,6,705.0,1,0.0,455.0,1160.0,GasA,4,Y,SBrkr,1169,0,0,1169,0.0,1.0,2,0,3,1,3,6,7,1,3,Attchd,1993.0,3,2.0,402.0,3,3,Y,0,26,0,0,144,0,0,MnPrv,NONE,0,7,2006,WD ,183500,5,27
RL,93.0,10090,Pave,1,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,SLvl,7,5,1963,1999,Gable,CompShg,Plywood,BrkFace,364.0,3,3,CBlock,3,3,2,3,242.0,5,483.0,0.0,725.0,GasA,3,Y,SBrkr,1035,616,0,1651,0.0,1.0,2,0,4,1,3,6,7,2,3,BuiltIn,1963.0,1,1.0,276.0,3,3,Y,460,46,0,0,165,0,0,MnPrv,NONE,0,10,2007,WD ,172000,5,35
RL,67.0,8877,Pave,0,Lvl,AllPub,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,690.0,1,0.0,126.0,816.0,GasA,5,Y,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,3,3,7,1,4,Detchd,1958.0,1,1.0,288.0,2,2,Y,0,0,0,0,0,0,0,NONE,NONE,0,5,2009,WD ,100000,9,08
RL,85.0,11058,Pave,0,Lvl,AllPub,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,Stone,212.0,4,3,PConc,4,3,0,6,56.0,1,0.0,1508.0,1564.0,GasA,5,Y,SBrkr,1564,0,0,1564,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,2007.0,2,3.0,814.0,3,3,Y,0,24,0,0,0,0,0,NONE,NONE,0,2,2008,WD ,218836,9,07
RM,60.0,10800,Pave,0,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,2,3,0,1,0.0,1,0.0,482.0,482.0,GasA,5,N,SBrkr,1221,691,0,1912,0.0,0.0,2,0,3,2,3,7,7,1,3,Detchd,2003.0,1,2.0,672.0,4,3,Y,0,25,212,0,0,0,0,NONE,NONE,0,4,2008,WD ,163000,9,02
RL,59.0,10936,Pave,1,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1510.0,1510.0,GasA,5,Y,SBrkr,1525,0,0,1525,0.0,0.0,2,1,3,1,4,6,7,1,4,Attchd,2006.0,2,2.0,534.0,3,3,Y,100,18,0,0,0,0,0,NONE,NONE,0,4,2007,New,206580,5,28
RL,65.0,8461,Pave,0,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,728.0,728.0,GasA,5,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,7,1,4,Attchd,2005.0,3,2.0,390.0,3,3,Y,0,24,0,0,0,0,0,NONE,NONE,0,7,2006,New,163990,9,07
RM,60.0,7518,Pave,0,Lvl,AllPub,FR3,0,IDOTRR,Norm,Norm,1Fam,2Story,5,8,1910,2004,Gable,CompShg,AsbShng,None,0.0,2,4,BrkTil,2,2,0,1,0.0,1,0.0,396.0,396.0,GasA,4,Y,SBrkr,665,665,0,1330,0.0,0.0,1,0,3,1,3,7,7,0,0,Detchd,2001.0,1,1.0,390.0,3,3,N,0,72,45,0,0,0,0,MnPrv,NONE,0,7,2006,WD ,116500,9,03
RL,64.18047586331176,8010,Pave,1,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,840.0,840.0,GasA,5,Y,SBrkr,840,880,0,1720,0.0,0.0,2,1,3,1,4,7,7,1,4,BuiltIn,2002.0,3,2.0,400.0,3,3,Y,138,48,0,0,0,0,0,NONE,NONE,0,7,2008,WD ,188000,5,28
RL,80.5260652217582,10050,Pave,1,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,SFoyer,5,6,1966,1966,Gable,CompShg,HdBoard,BrkFace,87.0,3,3,CBlock,3,3,2,6,602.0,1,0.0,191.0,793.0,GasA,5,Y,SBrkr,1280,0,0,1280,0.0,1.0,2,0,3,1,3,6,7,1,3,Basment,1966.0,3,2.0,432.0,3,3,Y,140,40,0,0,0,0,0,NONE,NONE,0,6,2007,WD ,175000,5,35
RL,38.0,4740,Pave,1,Lvl,AllPub,Inside,0,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,CemntBd,None,0.0,4,3,CBlock,4,3,3,6,248.0,1,0.0,918.0,1166.0,GasA,4,Y,SBrkr,1179,0,0,1179,1.0,0.0,2,0,2,1,3,5,7,0,0,Attchd,1988.0,2,2.0,480.0,3,3,Y,0,108,0,0,135,0,0,NONE,NONE,0,10,2007,WD ,182000,5,27
RM,60.0,6978,Pave,0,Bnk,AllPub,Inside,0,OldTown,Artery,Norm,1Fam,1Story,5,7,1926,1980,Gable,CompShg,MetalSd,None,0.0,4,4,BrkTil,3,3,0,1,0.0,1,0.0,850.0,850.0,GasA,3,Y,SBrkr,960,0,0,960,0.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1981.0,2,2.0,576.0,3,3,Y,0,0,116,0,0,0,0,NONE,NONE,0,4,2007,WD ,103000,9,02
RL,91.34299935602422,11400,Pave,0,Lvl,AllPub,Inside,0,NoRidge,Norm,Norm,1Fam,1Story,10,5,2001,2002,Hip,CompShg,VinylSd,BrkFace,705.0,5,3,PConc,5,3,3,6,1282.0,1,0.0,1351.0,2633.0,GasA,5,Y,SBrkr,2633,0,0,2633,1.0,0.0,2,1,2,1,5,8,7,2,4,Attchd,2001.0,2,3.0,804.0,3,3,Y,314,140,0,0,0,0,0,NONE,NONE,0,3,2007,WD ,466500,5,28
RL,66.0,9240,Pave,1,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,8,1959,1998,Hip,CompShg,MetalSd,None,0.0,4,3,CBlock,3,3,0,5,708.0,1,0.0,280.0,988.0,GasA,3,Y,SBrkr,988,0,0,988,1.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,1959.0,1,1.0,297.0,3,3,Y,156,0,0,0,0,0,0,NONE,NONE,0,6,2009,WD ,149500,5,35
RL,24.0,2304,Pave,0,Lvl,AllPub,Inside,0,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1978,1978,Gable,CompShg,Plywood,None,0.0,3,3,CBlock,4,3,0,6,632.0,1,6.0,423.0,1061.0,GasA,3,Y,SBrkr,1055,0,0,1055,0.0,0.0,2,0,2,1,3,4,7,0,0,Attchd,1978.0,1,1.0,319.0,3,3,Y,108,32,0,0,0,0,0,NONE,NONE,0,4,2007,WD ,142500,5,27
